	PBN1-ML02-D	PBN1-ML02-G	PBN1-ML04-D	PBN1-ML04-G	PBN2-FM01-D	PBN2-FM01-G	PBN2-FM02-D	PBN2-FM02-G	SRR1647854	SRR1647855	SRR1647856	SRR1647857	SRR1647858	SRR1647859	SRR6294443	SRR6294444
Luc7l3|Luc7l3	30967	28421	28610	87524	34802	17905	27902	16368	1805	2170	1437	2160	4465	3338	10125	9962
Samd14|Samd14	466	17	548	1405	3795	0	3059	1268	23	30	88	106	329	202	3159	1383
Gm11513|Gm11513	64	0	34	12	286	0	359	0	62	61	74	101	81	56	33	0
Pdk2|Pdk2	2267	1163	2262	579	8574	153	6634	177	197	247	315	608	474	241	3395	2110
Itga3|Itga3	1482	408	1208	4670	5991	326	6177	0	130	148	354	696	578	291	2903	2752
Fam117a|Fam117a	131	0	174	0	358	0	344	0	16	15	15	27	36	22	249	113
Kat7|Kat7	2389	1462	1824	2290	4415	2321	3569	2650	253	262	288	569	579	388	4640	4198
LOC102640811|LOC102640811	11	0	19	171	22	0	18	0	0	0	7	8	3	3	19	0
Slc35b1|Slc35b1	5779	5750	3614	7403	7632	8554	6804	25220	176	208	230	320	721	572	5630	5012
Nxph3|Nxph3	187	106	115	0	336	63	813	0	13	18	16	43	34	26	589	494
Ngfr|Ngfr	222	179	423	1450	790	2709	1576	3711	2	0	4	4	0	0	4	15
Spop|Spop	5485	3516	4432	5131	10141	430	9971	3107	321	329	286	528	574	388	7472	5080
Phb|Phb	4491	1724	3278	7794	6392	9093	5579	24009	24	17	37	98	80	53	3015	2450
B130006D01Rik|B130006D01Rik	502	2035	616	581	956	2748	407	0	67	66	65	94	188	115	118	239
Zfp652|Zfp652	37	0	89	0	36	0	47	0	165	241	223	374	375	215	45	75
Gm38957|Gm38957	24	0	38	0	53	0	0	0	0	4	2	4	6	7	6	0
Gm29933|Gm29933	0	300	74	0	126	0	20	0	0	3	0	2	0	2	6	0
Gm38959|Gm38959	8	155	36	0	21	0	90	0	0	0	0	0	0	0	0	23
4833417C18Rik|4833417C18Rik	209	5	76	144	37	0	65	0	4	11	15	50	70	36	76	58
Phospho1|Phospho1	12	0	28	0	79	0	80	0	0	0	0	47	9	0	17	0
Abi3|Abi3	289	0	225	83	488	0	660	0	22	36	54	103	25	15	96	18
Gngt2|Gngt2	0	0	12	0	3	101	29	0	0	0	0	0	4	4	33	31
B4galnt2|B4galnt2	161	0	100	0	164	0	140	0	6	7	11	21	26	29	35	12
Snf8|Snf8	495	946	482	2185	1033	440	769	1313	68	88	191	300	248	217	1931	1249
Ube2z|Ube2z	429	723	635	208	1392	0	913	2896	131	133	191	368	490	269	1255	1338
Hoxb3|Hoxb3	18	27	9	0	0	0	8	0	0	0	1	0	0	0	0	2
Hoxb4|Hoxb4	0	0	3	0	41	1	15	0	0	0	0	0	0	0	0	0
LOC102632302|LOC102632302	40	20	30	0	0	0	36	0	0	0	0	0	0	0	4	0
Hoxb2|Hoxb2	5	0	101	0	70	0	105	0	0	0	0	0	0	0	0	0
Atp5g1|Atp5g1	3282	4092	1936	7692	2820	3089	2084	2441	22	14	54	87	69	42	4360	3381
Snx11|Snx11	881	1208	991	3484	2234	0	2007	1517	195	156	177	281	400	276	2818	2228
Cbx1|Cbx1	1981	1331	1304	4221	2827	937	1883	2322	31	44	76	156	173	131	873	726
Gm11517|Gm11517	88	0	102	0	69	0	86	126	12	11	17	26	41	20	27	28
Copz2|Copz2	54	234	43	41	151	0	149	0	2	4	2	1	1	1	24	2
Gm11525|Gm11525	88	0	85	5	23	0	74	0	4	6	17	15	13	4	18	45
Prr15l|Prr15l	0	204	43	548	88	56	134	0	4	3	11	15	5	4	32	6
Nfe2l1|Nfe2l1	2862	1974	3203	2809	14979	5356	13624	7004	826	925	921	2131	1174	787	18622	11884
Cdk5rap3|Cdk5rap3	1445	144	1350	2960	1909	1908	1984	4121	87	76	129	171	130	64	4973	3396
Gm11532|Gm11532	122	156	162	39	129	0	425	195	0	0	4	21	7	0	114	0
Scrn2|Scrn2	159	0	231	609	593	0	417	0	0	0	14	20	21	11	430	496
Sp2|Sp2	391	28	237	69	926	0	755	304	85	107	101	194	198	119	704	395
Gm30809|Gm30809	0	0	0	0	11	0	35	0	0	0	2	5	4	3	0	0
Pnpo|Pnpo	787	2130	571	2528	1389	3220	2217	0	74	91	212	309	114	83	5585	4463
D030028A08Rik|D030028A08Rik	392	358	440	915	731	0	547	501	44	56	53	96	91	58	882	655
Osbpl7|Osbpl7	689	0	1483	766	2075	0	1986	0	102	127	306	349	565	269	1208	835
Lrrc46|Lrrc46	39	14	22	0	56	0	45	990	0	0	0	0	5	0	15	84
Mrpl10|Mrpl10	613	146	701	801	1067	891	1302	3943	36	50	59	169	163	91	2665	2355
Mrpl45|Mrpl45	1305	1645	841	3653	2344	1942	2187	7340	65	56	89	137	143	89	1772	1514
Tbkbp1|Tbkbp1	499	309	658	2255	837	0	787	0	162	198	1155	1533	1777	751	655	625
Gm11592|Gm11592	73	0	46	245	64	0	153	396	9	5	6	9	8	0	28	18
Gm31005|Gm31005	56	0	68	87	9	0	32	0	0	0	0	0	0	0	14	0
Kpnb1|Kpnb1	10648	12330	9165	29722	9263	27737	9439	26778	1239	1257	1244	2987	1363	967	5430	7083
Npepps|Npepps	4559	4976	3311	10973	5256	5212	4920	4875	566	641	778	1210	1555	1084	3643	3510
E130012A19Rik|E130012A19Rik	0	0	2	0	0	0	36	0	34	37	9	32	31	12	27	0
Gpr179|Gpr179	36	0	355	0	184	0	408	0	10	7	28	30	21	20	56	0
Socs7|Socs7	2378	489	1877	3588	3187	4451	2628	1379	447	497	414	751	748	425	730	830
Arhgap23|Arhgap23	586	312	1195	629	1155	116	1630	0	699	643	921	1484	2160	1170	1324	1060
4933428G20Rik|4933428G20Rik	249	264	283	120	627	0	275	0	89	105	85	94	191	134	84	140
LOC108167924|LOC108167924	38	216	123	0	164	0	13	0	70	78	104	162	94	73	93	52
Srcin1|Srcin1	2820	1123	2528	932	9058	0	5882	0	2390	2155	3669	5021	4092	2264	1910	1944
Mllt6|Mllt6	1214	529	1860	2765	4510	0	3476	0	847	813	1233	1484	2125	1158	514	512
Cisd3|Cisd3	305	26	195	744	604	642	392	824	19	20	25	33	68	48	1053	817
Pcgf2|Pcgf2	835	216	515	1067	710	0	531	0	523	571	795	1175	1400	675	413	397
Pip4k2b|Pip4k2b	161	0	115	286	559	0	465	0	370	368	322	661	825	540	212	146
Psmb3|Psmb3	2429	2636	1224	3733	2325	4737	1679	6230	17	13	23	39	55	38	2693	2446
1700001P01Rik|1700001P01Rik	50	0	0	0	54	0	46	0	10	0	9	9	14	15	24	17
Cwc25|Cwc25	1152	404	830	1994	1266	1234	1167	1225	89	127	91	167	122	97	1784	1169
Snora21|Snora21	5	0	2	0	0	5	9	2	6	5	14	12	12	11	2	2
Rpl23|Rpl23	997	1091	631	2293	1116	479	710	3455	16	14	21	39	73	67	1488	1361
Lasp1|Lasp1	583	26	401	0	1564	1037	1984	0	197	218	180	345	463	260	4563	3140
B230217C12Rik|B230217C12Rik	2103	2161	1439	4405	2752	3027	2050	10210	134	149	211	480	446	260	1354	1031
Fbxo47|Fbxo47	69	344	53	228	125	725	135	210	14	16	24	57	25	17	57	127
Arl5c|Arl5c	31	0	9	261	60	0	59	0	4	0	8	19	27	17	24	0
Plxdc1|Plxdc1	880	521	1053	2515	2771	2841	3011	199	156	110	69	157	322	221	246	221
Cacnb1|Cacnb1	178	395	219	312	939	11	1261	767	659	676	359	548	994	464	2378	1065
Rpl19|Rpl19	1724	2536	847	2883	1717	1394	1296	5537	0	12	14	25	27	19	2691	1909
Stac2|Stac2	821	1715	1096	7064	1242	87	1262	0	265	183	1471	2169	1309	710	389	214
Gm31317|Gm31317	0	0	0	0	30	0	0	0	0	5	7	10	0	0	0	0
Gm38970|Gm38970	22	0	14	0	0	0	75	0	46	57	7	6	9	7	24	0
Neurod2|Neurod2	1645	173	1122	677	3398	0	2493	102	411	458	53	166	110	44	11	0
Tcap|Tcap	77	0	62	0	70	0	134	0	12	8	41	84	13	10	9	13
Pgap3|Pgap3	190	0	130	0	976	0	979	0	8	13	12	34	60	22	511	243
Grb7|Grb7	326	0	273	0	976	0	902	0	15	22	8	16	2	0	6	28
Fbxl20|Fbxl20	2677	2209	2374	4014	4022	1413	4179	3986	769	953	956	1717	1717	1113	1300	1140
Med1|Med1	5507	5184	5382	7984	9687	7362	9703	8144	598	745	752	1280	1353	810	1503	1395
Cdk12|Cdk12	4519	4453	4968	9071	10492	4035	8542	6247	688	781	1013	1551	1580	1117	1892	1843
Mir5119|Mir5119	8	12	3	0	11	0	0	0	3	4	5	6	6	5	6	2
Erbb2|Erbb2	359	0	121	519	387	0	506	0	13	11	6	18	6	5	26	12
Mien1|Mien1	1256	786	595	3563	1061	759	1314	2720	44	36	49	122	192	146	2519	1819
1700003D09Rik|1700003D09Rik	13	0	0	0	50	0	34	0	68	75	4	15	4	0	0	0
Stard3|Stard3	2173	725	2215	2495	4792	2209	5779	3429	213	209	190	300	344	224	1556	1641
Ppp1r1b|Ppp1r1b	726	0	737	0	1458	0	1132	0	129	123	29	107	100	56	196	69
Ormdl3|Ormdl3	2664	473	2202	1803	7693	0	7281	0	83	70	66	168	199	140	6874	4966
Psmd3|Psmd3	1234	1063	1606	2498	3623	6547	3037	3942	198	176	303	544	543	255	9798	3375
Med24|Med24	1153	1152	1388	1896	4476	0	4094	486	860	769	820	1220	2132	1152	7121	5813
Thra|Thra	3621	2393	4986	13566	6812	3795	5120	2835	741	843	759	1451	1222	1152	3556	2994
Nr1d1|Nr1d1	1441	244	1102	1378	2357	0	2438	203	694	1188	843	1292	1135	465	1339	901
Rapgefl1|Rapgefl1	368	542	520	531	795	0	731	0	1632	1882	865	1339	1226	858	893	851
Msl1|Msl1	2619	782	2580	3277	3399	1427	2927	2561	1044	1124	1043	1448	2075	1479	1688	993
Gm12359|Gm12359	4	0	4	0	45	0	30	13	25	32	42	37	45	32	22	15
Casc3|Casc3	1182	401	1522	3198	3634	1435	4169	251	511	572	665	894	1659	989	1350	1140
Rara|Rara	106	0	17	0	537	0	593	0	97	94	52	84	193	112	186	163
LOC108167925|LOC108167925	0	0	8	0	41	0	22	0	26	21	55	96	55	22	7	4
Top2a|Top2a	51	0	0	0	0	0	21	0	0	0	0	0	0	0	0	25
Igfbp4|Igfbp4	649	0	280	0	507	100	640	1389	92	90	83	233	216	188	638	292
Wipf2|Wipf2	1052	281	1414	2241	2816	8	2320	12	582	671	639	1220	1003	684	831	855
Smarce1|Smarce1	1622	114	1174	3349	2175	919	2036	144	37	46	36	68	152	112	823	724
Krt25|Krt25	160	384	45	0	58	0	108	341	18	8	16	10	12	11	64	23
Krt26|Krt26	4	0	23	0	17	0	21	0	4	5	0	9	21	9	92	14
Gm32385|Gm32385	0	0	11	0	7	0	4	79	5	8	8	10	10	4	9	21
Krt222|Krt222	1549	1661	959	2177	1954	759	1806	169	114	142	321	547	362	226	2204	1662
Krt24|Krt24	71	0	16	295	63	159	23	0	5	6	0	0	11	4	0	0
Krt12|Krt12	0	0	0	0	0	0	14	0	91	33	11	25	42	23	0	0
LOC101056001|LOC101056001	67	0	77	0	11	0	17	0	3142	2174	208	379	1250	612	7	28
Krt10|Krt10	785	1101	661	2007	1457	1604	1292	2268	42	48	50	88	97	87	553	545
Hap1|Hap1	439	401	459	3236	5047	57	4890	1556	315	338	97	160	1305	634	33063	25588
Eif1|Eif1	4245	4357	3278	5398	8751	3880	7423	5198	69	61	105	225	420	232	12514	9985
Jup|Jup	1285	473	958	369	3753	35	4036	0	65	83	33	93	64	48	868	465
P3h4|P3h4	1994	103	1543	228	2783	0	4808	9	30	26	27	38	106	74	352	181
Ttc25|Ttc25	70	0	246	0	125	0	218	0	15	15	11	8	14	10	310	133
Acly|Acly	1680	2216	1676	1311	3535	4870	4858	3011	256	303	280	703	519	304	8928	6808
Fkbp10|Fkbp10	419	0	373	0	810	0	1352	0	5	0	14	26	9	6	15	63
Nt5c3b|Nt5c3b	1473	318	1117	1153	2050	0	1647	1619	408	439	441	666	1016	736	1387	1243
Klhl10|Klhl10	9427	12761	6693	20459	86	9946	12190	25859	295	332	39	707	53	483	3630	3858
Klhl11|Klhl11	88	0	52	0	421	0	447	0	119	213	121	350	165	117	1834	1310
Kat2a|Kat2a	498	69	779	575	2331	0	2986	0	719	731	937	1231	1302	700	4697	2108
Rab5c|Rab5c	788	359	359	574	2080	364	1707	0	120	105	113	247	205	110	214	149
Kcnh4|Kcnh4	0	0	4	0	44	0	22	0	627	585	22	41	127	45	41	29
Hcrt|Hcrt	68	130	0	0	13	0	0	0	3	3	1	0	2	0	21	8
Ghdc|Ghdc	415	35	420	1114	342	0	787	1393	31	25	60	95	44	17	944	999
Stat5a|Stat5a	18	61	94	77	320	0	143	0	2	3	6	6	11	10	357	268
Stat5b|Stat5b	1918	767	934	1158	2674	3091	2043	0	74	74	154	181	367	302	2316	2433
Nkiras2|Nkiras2	692	0	287	44	675	0	986	2610	22	25	36	78	58	0	807	844
Zfp385c|Zfp385c	225	0	43	88	658	0	316	0	0	0	22	20	0	0	18	3
Gm38483|Gm38483	15	217	17	0	12	0	15	0	0	0	0	0	0	0	0	0
Cnp|Cnp	7785	788	7273	244	12189	2996	23949	0	94	123	92	324	248	133	8241	6362
Dnajc7|Dnajc7	3232	2096	3373	5794	5680	1864	5102	1852	392	428	397	645	861	575	6789	5562
Dhx58|Dhx58	227	167	158	297	276	0	234	0	18	20	11	18	26	24	354	227
Ptrf|Ptrf	785	0	653	784	1036	0	852	0	13	5	3	20	2	12	7	0
Stat3|Stat3	1336	2303	1817	2761	4199	0	3818	0	156	203	293	491	801	516	4465	2975
LOC108167926|LOC108167926	174	0	135	123	437	0	300	0	78	78	148	155	232	173	79	70
Hsd17b1|Hsd17b1	0	0	30	0	123	0	67	119	3	6	8	6	30	14	49	65
Naglu|Naglu	627	60	488	0	2913	0	3927	2416	29	18	46	80	94	61	729	464
Tubg2|Tubg2	1088	149	970	2607	1839	1618	1466	1357	61	73	91	189	174	101	3330	2162
Coasy|Coasy	840	683	258	1842	1305	190	1484	0	120	102	189	297	342	232	2638	2102
Mlx|Mlx	809	545	1131	2256	1617	644	1872	2122	113	133	197	274	390	255	2111	1846
Fam134c|Fam134c	3024	267	2204	1093	5599	244	5975	4132	91	88	104	200	300	165	854	589
Psmc3ip|Psmc3ip	78	0	238	0	94	0	121	411	17	11	20	30	42	30	60	88
Tubg1|Tubg1	1024	0	865	1708	2169	0	1460	3739	69	65	136	215	194	112	2459	2068
Atp6v0a1|Atp6v0a1	22269	5764	16491	20840	55069	47574	66983	38303	2860	3133	3404	6171	5255	3207	27340	21317
Mir6928|Mir6928	10	16	7	33	8	0	5	0	15	25	23	23	33	24	45	39
Ramp2|Ramp2	658	575	450	299	587	852	566	862	6	4	7	17	65	36	164	107
Vps25|Vps25	1710	1653	1169	4013	2146	2558	1952	859	71	50	118	254	267	179	2652	2131
Cntnap1|Cntnap1	5309	658	2995	4747	25930	3256	23473	3476	1253	1455	3263	3979	3329	1834	3907	3325
Ccr10|Ccr10	12	0	104	0	35	0	95	731	3	0	15	13	13	10	90	65
Ezh1|Ezh1	1213	1240	1328	453	4791	0	4835	3899	290	373	410	600	971	665	3143	2493
Psme3|Psme3	565	453	887	1993	3130	841	3678	2618	355	432	538	1032	808	476	6655	3006
Wnk4|Wnk4	298	0	164	363	823	12	898	0	19	22	426	413	120	80	439	236
Coa3|Coa3	2001	2047	1243	5218	2107	3092	2054	6664	26	31	38	93	148	122	3144	2322
Cntd1|Cntd1	210	599	32	0	0	327	111	0	14	28	42	70	44	21	78	49
Becn1|Becn1	3077	1611	2463	5529	3859	3419	3349	1569	275	312	357	503	593	432	5694	4162
Ifi35|Ifi35	198	0	227	647	408	1354	313	0	7	0	24	25	21	10	1380	706
Vat1|Vat1	266	771	301	1114	956	0	1273	2855	13	16	372	527	292	148	757	652
Ptges3l|Ptges3l	2	0	40	10	47	0	17	0	25	31	43	17	18	11	23	14
Aarsd1|Aarsd1	660	0	808	1370	1791	93	1417	2105	75	57	82	185	190	145	3277	2494
Rundc1|Rundc1	976	1668	959	1771	3063	0	1882	626	332	464	260	600	629	355	1753	1138
Rpl27|Rpl27	1323	1071	380	1221	1200	1080	837	1589	0	0	6	9	13	12	771	684
Rnd2|Rnd2	537	705	496	2086	365	471	459	0	9	8	138	176	78	41	727	377
Sost|Sost	46	0	17	0	253	0	121	3	0	0	7	4	4	3	18	10
Dusp3|Dusp3	4556	3843	3698	5909	6984	4483	6112	5408	518	591	313	770	695	454	1695	1505
E130111B04Rik|E130111B04Rik	288	89	162	68	263	0	289	0	6	4	4	7	0	0	7	0
Cd300lg|Cd300lg	52	66	47	186	75	0	119	156	5	4	4	5	7	4	8	0
Gm39393|Gm39393	0	0	7	0	0	0	0	1383	9	7	9	6	15	6	0	0
Brca1|Brca1	55	0	0	11	100	0	27	0	7	10	18	33	23	18	185	77
Nbr1|Nbr1	2194	738	1608	2368	4282	1395	4093	3859	462	633	688	1105	904	724	6699	6264
Tmem106a|Tmem106a	85	0	172	66	39	0	357	0	5	8	21	23	28	12	310	256
Gm11634|Gm11634	36	0	18	0	54	380	27	0	7	7	10	7	9	8	34	19
Rdm1|Rdm1	456	837	229	565	523	600	389	378	6	8	32	35	28	25	186	140
Etv4|Etv4	29	175	141	329	527	0	513	0	14	12	17	20	82	50	77	0
Arl4d|Arl4d	56	836	234	690	118	1677	205	0	34	18	35	67	30	20	377	405
Dhx8|Dhx8	1170	790	735	575	1895	23	1315	479	139	132	155	271	212	184	1232	819
Mpp2|Mpp2	489	317	463	863	2335	711	1618	3017	650	797	501	813	1148	483	2959	3200
Mpp3|Mpp3	2727	1463	2004	2025	7312	986	6395	0	241	211	193	300	550	322	1755	1475
Lsm12|Lsm12	200	470	242	342	788	50	566	0	54	68	86	165	216	140	1022	669
Tmem101|Tmem101	3444	2033	2167	1542	3923	2992	4405	3513	28	24	31	57	63	53	1624	1368
BC030867|BC030867	108	0	34	0	49	0	32	0	2	0	55	80	9	0	38	0
G6pc3|G6pc3	3307	4300	3157	12896	5322	10566	6543	10004	212	221	447	888	889	504	3443	3491
Hdac5|Hdac5	826	1323	951	1959	7380	0	5665	0	574	690	1430	2149	4667	2240	3963	2715
Gm33851|Gm33851	25	0	14	0	34	0	24	0	2	2	8	9	10	3	7	12
Slc4a1|Slc4a1	34	0	57	0	272	0	96	0	0	0	0	0	0	0	0	0
Ubtf|Ubtf	1695	425	1445	3158	4638	1017	3599	295	561	476	388	578	751	491	2296	1551
Atxn7l3|Atxn7l3	291	0	236	339	852	0	599	0	227	250	411	684	462	297	1226	1277
Tmub2|Tmub2	8271	4480	5159	8347	8470	0	10100	14643	135	130	229	419	523	348	5856	5536
Rundc3a|Rundc3a	1122	421	813	4069	1911	36	1485	0	769	755	1020	1489	2643	1378	14316	5199
Slc25a39|Slc25a39	2386	2478	1747	5356	5851	4812	4526	2007	90	84	264	335	323	179	5373	2681
Mir6930|Mir6930	0	0	1	0	1	57	3	0	1	1	3	5	4	2	5	2
Itga2b|Itga2b	47	325	76	0	161	0	109	0	17	16	15	25	28	23	389	254
Fam171a2|Fam171a2	321	37	252	990	1045	126	762	898	106	100	70	133	281	105	78	72
Grn|Grn	5819	2584	4853	1878	10930	10918	12060	9476	162	156	268	405	437	282	8370	6673
Gm11627|Gm11627	0	0	0	0	51	0	4	0	0	0	0	0	0	0	0	9
Fzd2|Fzd2	262	0	209	0	407	0	418	0	4	1	2	11	3	3	0	13
Meioc|Meioc	67	0	22	0	241	0	75	0	13	12	12	17	26	22	13	67
Ccdc43|Ccdc43	1380	1588	1071	268	1983	2000	2288	3271	49	58	46	78	132	66	1316	1109
Gm34392|Gm34392	6	70	29	0	43	0	18	0	4	5	7	7	12	12	45	34
Gjc1|Gjc1	198	423	232	353	231	88	160	267	5	8	3	6	4	0	6	20
Adam11|Adam11	2864	852	2289	4519	16214	1035	13276	2940	1335	1373	2019	2980	1894	938	3665	3115
Gm16342|Gm16342	317	191	167	887	301	0	271	689	10	0	0	5	2	3	0	13
Ccdc103|Ccdc103	0	0	87	0	5	0	102	0	10	9	0	6	5	0	148	137
Gpatch8|Gpatch8	8586	11894	9514	17118	14605	5372	9838	11024	3293	3665	4972	6790	7170	5424	6133	6531
Higd1b|Higd1b	142	0	117	0	151	0	175	544	13	13	8	19	12	19	6	20
Eftud2|Eftud2	2166	714	1293	2238	3948	1131	4093	1945	354	369	326	529	483	370	3689	3109
C1ql1|C1ql1	76	210	133	443	120	0	136	0	2	0	2	10	24	9	29	38
Gfap|Gfap	2454	682	2620	1023	3814	0	4946	0	22	19	16	42	135	25	2246	1146
Hexim1|Hexim1	537	399	289	1767	891	0	672	0	179	172	317	554	389	198	598	504
Gm34620|Gm34620	0	0	57	0	50	0	97	0	4	7	15	16	9	6	37	14
Dcakd|Dcakd	690	127	818	361	1770	351	1303	62	87	87	96	185	259	147	906	918
Nmt1|Nmt1	1015	1176	777	2308	1107	301	852	467	132	171	124	251	220	123	2932	1707
Gm42090|Gm42090	11	29	17	0	51	0	15	0	21	26	23	26	46	25	28	14
Plcd3|Plcd3	155	423	360	676	985	0	694	1575	121	110	315	375	195	97	322	184
Acbd4|Acbd4	947	113	882	1695	2988	1712	2253	0	107	137	231	346	246	89	3194	2619
Hexim2|Hexim2	1025	0	643	755	852	1333	694	103	12	10	31	45	81	59	1175	807
Gm34823|Gm34823	0	0	0	0	19	0	20	0	0	13	9	14	15	7	10	0
Map3k14|Map3k14	334	0	341	0	984	0	769	0	61	69	87	134	103	65	383	216
Fmnl1|Fmnl1	470	116	478	1598	1661	0	1283	0	1073	1191	1109	1627	588	331	382	254
1700023F06Rik|1700023F06Rik	182	245	87	270	310	0	308	669	19	18	29	36	67	27	180	81
Spata32|Spata32	6	34	114	57	185	0	96	0	25	27	24	34	39	19	129	92
Gm20511|Gm20511	39	0	0	0	129	0	85	0	49	54	49	65	40	23	7	4
Arhgap27|Arhgap27	339	376	214	1022	931	0	1000	0	55	53	210	285	77	30	677	469
Arhgap27os3|Arhgap27os3	0	0	0	0	0	0	38	0	0	0	13	6	8	3	0	0
Rprml|Rprml	333	0	146	431	345	1047	176	0	73	49	10	34	19	19	25	18
Plekhm1|Plekhm1	76	0	142	14	1080	0	1066	198	421	451	538	886	1414	762	1198	1164
Wnt9b|Wnt9b	0	0	0	750	42	0	52	0	2	0	0	0	0	0	0	0
Gosr2|Gosr2	1322	971	1239	1200	2139	0	2594	0	159	193	191	353	380	251	4800	3397
C130046K22Rik|C130046K22Rik	106	0	211	1163	279	0	300	0	36	32	44	51	105	73	285	366
Wnt3|Wnt3	642	252	326	89	1224	0	1306	286	7	15	4	8	21	13	145	151
Gm39399|Gm39399	100	23	36	0	309	0	133	0	15	12	24	49	19	18	5	36
Arf2|Arf2	1434	1033	1096	1323	2210	1633	2305	9	100	105	116	214	182	144	2593	2287
Nsf|Nsf	7034	5357	5479	14831	12508	11786	12474	12942	1351	1572	1527	3616	2216	1623	23459	19966
Gm35365|Gm35365	74	0	70	0	207	0	78	0	201	256	320	337	285	250	27	5
Gm35311|Gm35311	14	0	0	0	21	0	0	0	19	29	31	39	26	27	6	4
Crhr1|Crhr1	3445	425	3236	1054	16524	0	11878	316	599	625	35	102	280	185	2856	1989
Gm35469|Gm35469	10	0	20	0	94	0	36	0	21	19	3	3	9	0	0	15
Itgb3|Itgb3	72	0	103	0	238	2307	303	0	41	51	136	181	30	26	65	74
Cdc27|Cdc27	1686	1304	1623	3897	1904	937	1659	3323	431	571	454	852	876	554	2368	2406
Myl4|Myl4	25	0	13	0	0	658	64	0	20	12	12	19	23	20	40	61
Gm7020|Gm7020	8	5	6	15	7	0	2	10	1	2	1	0	0	0	1	0
Mettl2|Mettl2	1206	907	838	2464	852	191	1299	2882	98	122	159	247	313	204	1860	1233
Mapt|Mapt	10840	8016	15428	17146	21151	8788	16552	5996	962	982	939	1748	2929	1765	13630	11774
Kansl1|Kansl1	3159	3510	3517	4485	7103	325	6462	2170	1049	1263	1202	2079	2244	1649	3523	3051
Gm35828|Gm35828	23	0	68	0	61	0	23	0	45	32	11	11	9	6	17	0
Gm39419|Gm39419	0	0	16	0	0	0	0	0	11	9	3	4	8	5	19	7
Mrc2|Mrc2	110	0	278	0	494	0	401	0	13	13	10	12	22	10	96	22
Gm39422|Gm39422	0	0	66	0	0	0	19	0	8	7	2	0	0	0	5	8
March10|March10	8	110	19	32	0	0	82	0	31	22	10	9	9	12	19	15
Gm39417|Gm39417	10	0	19	0	0	271	0	0	0	0	0	0	4	0	0	0
Tlk2|Tlk2	754	1250	856	1828	1132	2086	868	149	266	313	394	670	912	660	1639	1163
1700052K11Rik|1700052K11Rik	167	829	10	761	561	2134	414	2187	28	28	39	78	58	39	509	135
Tanc2|Tanc2	4368	8140	4879	11783	3649	7697	4541	9733	2870	3741	2584	4392	5834	3851	4523	4571
Ace|Ace	754	1202	614	1495	1342	2052	2128	5488	27	38	90	160	271	126	336	305
Cyb561|Cyb561	5358	14195	3094	6460	6541	25648	7477	22166	124	81	93	204	164	123	7987	7537
LOC108167928|LOC108167928	17	680	117	228	187	0	31	0	10	21	10	22	19	10	89	67
Taco1|Taco1	129	267	209	0	346	83	464	626	24	15	60	88	71	47	225	215
Ace3|Ace3	0	0	12	0	0	0	0	0	4	6	3	10	4	0	3	67
Gm35971|Gm35971	0	0	9	0	5	0	0	1040	0	3	3	2	0	0	32	64
Kcnh6|Kcnh6	1451	1224	1412	3492	2348	2247	2185	4486	45	50	74	135	87	40	771	474
Dcaf7|Dcaf7	2301	1118	1988	5548	5675	4681	5431	3006	687	812	615	1117	1405	891	7179	5843
Limd2|Limd2	559	244	383	0	1214	0	1117	0	162	171	60	102	251	115	639	275
Map3k3|Map3k3	1751	214	1768	3080	2427	458	1775	4177	167	191	208	323	371	216	516	625
Strada|Strada	1054	827	1073	783	1551	2641	1108	1109	191	224	273	397	502	242	1308	1340
Cd79b|Cd79b	70	0	34	0	14	0	96	0	0	0	0	0	0	0	18	0
Prr29|Prr29	29	0	0	0	42	0	65	0	0	0	0	0	0	0	0	0
Icam2|Icam2	489	0	103	0	276	0	177	0	0	0	0	0	4	0	4	7
Ern1|Ern1	202	155	197	698	481	3057	478	0	104	130	71	97	163	113	306	160
Pecam1|Pecam1	250	732	222	210	283	0	491	0	2	0	0	9	7	8	19	0
Tex2|Tex2	4148	7187	2931	5694	4475	2319	5643	4104	361	447	297	692	712	607	4444	2700
Gm36220|Gm36220	218	116	93	1131	88	67	67	54	14	9	20	50	95	61	41	22
Snord104|Snord104	114	141	91	842	81	30	78	82	5	6	11	29	63	28	26	9
Smarcd2|Smarcd2	991	652	923	0	3141	0	3145	0	81	96	111	178	251	163	302	272
Tcam1|Tcam1	49	0	37	186	76	0	50	0	3	4	4	9	0	0	47	33
Ccdc47|Ccdc47	32319	29512	19645	60884	33696	45509	34370	82489	527	591	611	1071	919	796	11886	12581
Ddx42|Ddx42	5672	4554	4027	8689	5739	10824	6603	13127	489	604	624	932	948	777	5300	3412
Ftsj3|Ftsj3	1458	1041	1010	3463	1495	0	1400	0	159	212	165	264	317	203	2506	2083
Psmc5|Psmc5	5266	4471	4148	18498	7283	6274	6295	21371	326	288	370	711	708	591	10909	8569
Kpna2|Kpna2	699	709	572	3582	843	0	571	1004	7	0	9	12	18	9	1252	1286
Smurf2|Smurf2	1013	1283	900	4465	1064	0	1072	0	319	429	314	559	781	582	581	790
Gm39425|Gm39425	76	0	35	25	57	141	19	0	0	0	8	6	6	5	0	0
Nol11|Nol11	1578	2667	1482	3673	1904	3238	2054	616	95	124	123	177	268	170	1519	1319
